1,536
1.06519,1072
1.09819,1608
1.09911,2144
1.13118,2680
1.1321,3216
1.13303,3752
1.13395,4288
1.16417,4824
1.16509,5360
1.16602,5896
1.16694,6432
1.16787,6968
1.16879,7504
1.16972,8040
1.17064,8576
1.19716,9112
1.19809,9648
1.19901,10184
1.19994,10720
1.20086,11256
1.20179,11792
1.20271,12328
1.20364,12864
1.20456,13400
1.20548,13936
1.20641,14472
1.20733,15008
1.20826,15544
1.20918,16080
1.21011,16616
1.21103,17152
1.23015,17688
1.23108,18224
1.232,18760
1.23293,19296
1.23385,19832
1.23478,20368
1.2357,20904
1.23663,21440
1.23755,21976
1.23848,22512
1.2394,23048
1.24033,23584
1.24125,24120
1.24218,24656
1.2431,25192
1.24403,25728
1.24495,26264
1.24588,26800
1.2468,27336
1.24772,27872
1.24865,28408
1.24957,28944
1.2505,29480
1.25142,30016
1.25235,30552
1.25327,31088
1.2542,31624
1.25512,32160
1.25605,32696
1.25697,33232
1.2579,33768
1.25882,34304
1.26315,34840
1.26407,35376
1.265,35912
1.26592,36448
1.26684,36984
1.26777,37520
1.26869,38056
1.26962,38592
1.27054,39128
1.27147,39664
1.27239,40200
1.27332,40736
1.27424,41272
1.27517,41808
1.27609,42344
1.27702,42880
1.27794,43416
1.27887,43952
1.27979,44488
1.28072,45024
1.28164,45560
1.28257,46096
1.28349,46632
1.28442,47168
1.28534,47704
1.28627,48240
1.28719,48776
1.28812,49312
1.28904,49848
1.28996,50384
1.29089,50920
1.29181,51456
1.29274,51992
1.29366,52528
1.29459,53064
1.29551,53600
1.29644,54136
1.29736,54672
1.29829,55208
1.29921,55744
1.30014,56280
1.30106,56816
1.30199,57352
1.30291,57888
1.30384,58424
1.30476,58960
1.30569,59496
1.30661,60032
1.30754,60568
1.30846,61104
1.30939,61640
1.31031,62176
1.31124,62712
1.31216,63248
1.31308,63784
1.31401,64320
1.31493,64856
1.31586,65392
1.31678,65928
1.31771,65932
1.31863,65936
1.31956,65940
1.32048,65944
1.32141,65948
1.32233,65952
1.32326,65956
1.32418,65960
1.32511,65964
1.32603,65968
1.32696,65972
1.32788,65976
1.32881,65980
1.32973,65984
1.33066,65988
1.33158,65992
1.33251,65996
1.33343,66000
1.33436,66004
1.33528,66008
1.3362,66012
1.33713,66016
1.33805,66020
1.33898,66024
1.3399,66028
1.34083,66032
1.34175,66036
1.34268,66040
1.3436,66044
1.34453,66048
1.34545,66052
1.34638,66056
1.3473,66060
1.34823,66064
1.34915,66068
1.35008,66072
1.351,66076
1.35193,66080
1.35285,66084
1.35378,66088
1.3547,66092
1.35563,66096
1.35655,66100
1.35748,66104
1.3584,66108
1.35932,66112
1.36025,66116
1.36117,66120
1.3621,66124
1.36302,66128
1.36395,66132
1.36487,66136
1.3658,66140
1.36672,66144
1.36765,66148
1.36857,66152
1.3695,66156
1.37042,66160
1.37135,66164
1.37227,66168
1.3732,66172
1.37412,66176
1.37505,66180
1.37597,66184
1.3769,66188
1.37782,66192
1.37875,66196
1.37967,66200
1.3806,66204
1.38152,66208
1.38244,66212
1.38337,66216
1.38429,66220
1.38522,66224
1.38614,66228
1.38707,66232
1.38799,66236
1.38892,66240
1.38984,66244
1.39077,66248
1.39169,66252
1.39262,66256
1.39354,66260
1.39447,66264
1.39539,66268
1.39632,66272
1.39724,66276
1.39817,66280
1.39909,66284
1.40002,66288
1.40094,66292
1.40187,66296
1.40279,66300
1.40372,66304
1.40464,66308
1.40556,66312
1.40649,66316
1.40741,66320
1.40834,66324
1.40926,66328
1.41019,66332
1.41111,66336
1.41204,66340
1.41296,66344
1.41389,66348
1.41481,66352
1.41574,66356
1.41666,66360
1.41759,66364
1.41851,66368
1.41944,66372
1.42036,66376
1.42129,66380
1.42221,66384
1.42314,66388
1.42406,66392
1.42499,66396
1.42591,66400
1.42684,66404
1.42776,66408
1.42868,66412
1.42961,66416
1.43053,66420
1.43146,66424
1.43238,66428
1.43331,66432
1.43423,66436
1.43516,66440
1.43608,66444
1.43701,66448
1.43793,66452
1.43886,66456
1.43978,66460
1.44071,66464
1.44163,66468
1.44256,66472
1.44348,66476
1.44441,66480
1.44533,66484
1.44626,66488
1.44718,66492
1.44811,66496
1.44903,66500
1.44996,66504
1.45088,66508
1.4518,66512
1.45273,66516
1.45365,66520
1.45458,66524
1.4555,66528
1.45643,66532
1.45735,66536
1.45828,66540
1.4592,66544
1.46013,66548
1.46105,66552
1.46198,66556
1.4629,66560
1.46383,66564
1.46475,66568
1.46568,66572
1.4666,66576
1.46753,66580
1.46845,66584
1.46938,66588
1.4703,66592
1.47123,66596
1.47215,66600
1.47308,66604
1.474,66608
1.47492,66612
1.47585,66616
1.47677,66620
1.4777,66624
1.47862,66628
1.47955,66632
1.48047,66636
1.4814,66640
1.48232,66644
1.48325,66648
1.48417,66652
1.4851,66656
1.48602,66660
1.48695,66664
1.48787,66668
1.4888,66672
1.48972,66676
1.49065,66680
1.49157,66684
1.4925,66688
1.49342,66692
1.49435,66696
1.49527,66700
1.4962,66704
1.49712,66708
1.49804,66712
1.49897,66716
1.49989,66720
1.50082,66724
1.50174,66728
1.50267,66732
1.50359,66736
1.50452,66740
1.50544,66744
1.50637,66748
1.50729,66752
1.50822,66756
1.50914,66760
1.51007,66764
1.51099,66768
1.51192,66772
1.51284,66776
1.51377,66780
1.51469,66784
1.51562,66788
1.51654,66792
1.51747,66796
1.51839,66800
1.51932,66804
1.52024,66808
1.52116,66812
1.52209,66816
1.52301,66820
1.52394,66824
1.52486,66828
1.52579,66832
1.52671,66836
1.52764,66840
1.52856,66844
1.52949,66848
1.53041,66852
1.53134,66856
1.53226,66860
1.53319,66864
1.53411,66868
1.53504,66872
1.53596,66876
1.53689,66880
1.53781,66884
1.53874,66888
1.53966,66892
1.54059,66896
1.54151,66900
1.54244,66904
1.54336,66908
1.54428,66912
1.54521,66916
1.54613,66920
1.54706,66924
1.54798,66928
1.54891,66932
1.54983,66936
1.55076,66940
1.55168,66944
1.55261,66948
1.55353,66952
1.55446,66956
1.55538,66960
1.55631,66964
1.55723,66968
1.55816,66972
1.55908,66976
1.56001,66980
1.56093,66984
1.56186,66988
1.56278,66992
1.56371,66996
1.56463,67000
1.56556,67004
1.56648,67008
1.5674,67012
1.56833,67016
1.56925,67020
1.57018,67024
1.5711,67028
1.57203,67032
1.57295,67036
1.57388,67040
1.5748,67044
1.57573,67048
1.57665,67052
1.57758,67056
1.5785,67060
1.57943,67064
1.58035,67068
1.58128,67072
1.5822,67076
1.58313,67080
1.58405,67084
1.58498,67088
1.5859,67092
1.58683,67096
1.58775,67100
1.58868,67104
1.5896,67108
1.59052,67112
1.59145,67116
1.59237,67120
1.5933,67124
1.59422,67128
1.59515,67132
1.59607,67136
1.597,67140
1.59792,67144
1.59885,67148
1.59977,67152
1.6007,67156
1.60162,67160
1.60255,67164
1.60347,67168
1.6044,67172
1.60532,67176
1.60625,67180
1.60717,67184
1.6081,67188
1.60902,67192
1.60995,67196
1.61087,67200
1.6118,67204
1.61272,67208
1.61364,67212
1.61457,67216
1.61549,67220
1.61642,67224
1.61734,67228
1.61827,67232
1.61919,67236
1.62012,67240
1.62104,67244
1.62197,67248
1.62289,67252
1.62382,67256
1.62474,67260
1.62567,67264
1.62659,67268
1.62752,67272
1.62844,67276
1.62937,67280
1.63029,67284
1.63122,67288
1.63214,67292
1.63307,67296
1.63399,67300
1.63492,67304
1.63584,67308
1.63676,67312
1.63769,67316
1.63861,67320
1.63954,67324
1.64046,67328
1.64139,67332
1.64231,67336
1.64324,67340
1.64416,67344
1.64509,67348
1.64601,67352
1.64694,67356
1.64786,67360
1.64879,67364
1.64971,67368
1.65064,67372
1.65156,67376
1.65249,67380
1.65341,67384
1.65434,67388
1.65526,67392
1.65619,67396
1.65711,67400
1.65804,67404
1.65896,67408
1.65988,67412
1.66081,67416
1.66173,67420
1.66266,67424
1.66358,67428
1.66451,67432
1.66543,67436
1.66636,67440
1.66728,67444
1.66821,67448
1.66913,67452
1.67006,67456
1.67098,67460
1.67191,67464
1.67283,67468
1.67376,67472
1.67468,67476
1.67561,67480
1.67653,67484
1.67746,67488
1.67838,67492
1.67931,67496
1.68023,67500
1.68116,67504
1.68208,67508
1.683,67512
1.68393,67516
1.68485,67520
1.68578,67524
1.6867,67528
1.68763,67532
1.68855,67536
1.68948,67540
1.6904,67544
1.69133,67548
1.69225,67552
1.69318,67556
1.6941,67560
1.69503,67564
1.69595,67568
1.69688,67572
1.6978,67576
1.69873,67580
1.69965,67584
1.70058,67588
1.7015,67592
1.70243,67596
1.70335,67600
1.70428,67604
1.7052,67608
1.70612,67612
1.70705,67616
1.70797,67620
1.7089,67624
1.70982,67628
1.71075,67632
1.71167,67636
1.7126,67640
1.71352,67644
1.71445,67648
1.71537,67652
1.7163,67656
1.71722,67660
1.71815,67664
1.71907,67668
1.72,67672
1.72092,67676
1.72185,67680
1.72277,67684
1.7237,67688
1.72462,67692
1.72555,67696
1.72647,67700
1.7274,67704
1.72832,67708
1.72924,67712
1.73017,67716
1.73109,67720
1.73202,67724
1.73294,67728
1.73387,67732
1.73479,67736
1.73572,67740
1.73664,67744
1.73757,67748
1.73849,67752
1.73942,67756
1.74034,67760
1.74127,67764
1.74219,67768
1.74312,67772
1.74404,67776
1.74497,67780
1.74589,67784
1.74682,67788
1.74774,67792
1.74867,67796
1.74959,67800
1.75052,67804
1.75144,67808
1.75236,67812
1.75329,67816
1.75421,67820
1.75514,67824
1.75606,67828
1.75699,67832
1.75791,67836
1.75884,67840
1.75976,67844
1.76069,67848
1.76161,67852
1.76254,67856
1.76346,67860
1.76439,67864
1.76531,67868
1.76624,67872
